path,category,factory,classification,reason,estimated_products
户外照明 工业照明/户外工厂/中屹/中山中屹 报价 20230626/ZY-SL-04宝剑price230420.xlsx,户外工厂-未判定,中屹,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片；户外工厂混合目录，文件名/sheet 名未能明确判断品类,4
"户外照明 工业照明/净化灯/慈格/5032C/5032C-Quotation NINGBO CIGE PHOTOELECTRIC TECHNOLOGY CO., LTD-20240313.xls",净化灯,慈格,enrichment-only,未发现价格/型号列，但文件名或表头含规格/图片/参数信号,3
户外照明 工业照明/净化灯/慈格/6335促销款报价可串联（A级） 慈格 2022年价格.xls,净化灯,慈格,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,3
户外照明 工业照明/净化灯/慈格/6335B促销款报价(A级)  慈格 2022年价格.xls,净化灯,慈格,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,4
户外照明 工业照明/净化灯/慈格/慈格 报价20230409 绿能6335 价格.xlsx,净化灯,慈格,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,24
"户外照明 工业照明/净化灯/慈格/慈格6335 Quotation  180V-265V-NINGBO CIGE PHOTOELECTRIC TECHNOLOGY CO., LTD-20260414.xls",净化灯,慈格,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,7
户外照明 工业照明/净化灯/朵胜/朵盛照明专利私模报价表(20241025）.xlsx,净化灯,朵胜,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,109
户外照明 工业照明/净化灯/宏硕/宏硕净化灯报价2025.4 (2).xlsx,净化灯,宏硕,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,56
户外照明 工业照明/净化灯/宏硕/宏硕T5T8净化灯220V价格表2026.03.19.xlsx,净化灯,宏硕,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,95
户外照明 工业照明/净化灯/宏硕/宏硕T5T8净化灯价宽压格表2026.03.19.xlsx,净化灯,宏硕,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,95
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/防水系列价格表11.2-景上.xls,净化灯,景上 单价不含税 含税+10个点,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/防水系列价格表2024.3.18.xlsx,净化灯,景上 单价不含税 含税+10个点,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/光亚展畅销品价格表.xls,净化灯,景上 单价不含税 含税+10个点,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,30
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/净化灯报价单2024.3.16.xlsx,净化灯,景上 单价不含税 含税+10个点,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,37
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/双色新款面板灯价格.xls,净化灯,景上 单价不含税 含税+10个点,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/净化灯/景上 单价不含税 含税+10个点/太阳能产品报价(英文版本）(1)人民币价格7.15号更新.xlsx,净化灯,景上 单价不含税 含税+10个点,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,43
户外照明 工业照明/净化灯/乐道/2025.10/报价乐道 宽压 3CCT 线条灯.xls,净化灯,乐道,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,5
户外照明 工业照明/净化灯/乐道/2025.10/乐道-汇孚最新报价表xls(2025.10.14).xls,净化灯,乐道,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,94
户外照明 工业照明/净化灯/乐道/2025.4/2024年乐道光电报价表(最新6月)(5).xlsx,净化灯,乐道,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,35
户外照明 工业照明/净化灯/乐道/2025.4/20250227乐道新品 -净化灯、三防灯.xls,净化灯,乐道,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/净化灯/乐道/2025.4/乐道2023年2月外贸最新价格.xlsx,净化灯,乐道,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,31
户外照明 工业照明/净化灯/乐道/2025.4/乐道光电报价表(3CCT) 202504.xlsx,净化灯,乐道,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/净化灯/乐道/2025.4/QUOTATION SHEET ON 2025.4.1（人民币报价）xls.xls,净化灯,乐道,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,119
户外照明 工业照明/净化灯/乐道/202603/乐道国内客户最新报价表xls(2026.3.13).xls,净化灯,乐道,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,118
户外照明 工业照明/净化灯/路佳/路佳 报价单231123-更新.xlsx,净化灯,路佳,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,10
户外照明 工业照明/净化灯/路佳/路佳系列报价单2021.xlsx,净化灯,路佳,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,15
户外照明 工业照明/净化灯/路佳/路佳新款PC镜前灯报价0616.xlsx,净化灯,路佳,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,3
户外照明 工业照明/净化灯/路佳/铝塑三防灯-0414改 路佳.xlsx,净化灯,路佳,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,3
户外照明 工业照明/净化灯/路佳/HFT8灯管-230414 铝塑管.xlsx,净化灯,路佳,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,4
户外照明 工业照明/净化灯/路佳/To 陆佳-HF样册样品-230223.xlsx,净化灯,路佳,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,17
户外照明 工业照明/净化灯/名威/方形铝材净化灯报价 2025..8.7.xlsx,净化灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
户外照明 工业照明/净化灯/名威/三防灯报价表  2025.8.7(1).xlsx,净化灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
户外照明 工业照明/净化灯/名威/铁皮净化灯系列报价表-2025.5.20(1).xlsx,净化灯,名威,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,17
户外照明 工业照明/净化灯/名威/钻石花净化灯系列报价表-2025.8.7(1).xlsx,净化灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
户外照明 工业照明/净化灯/瑞雪报价2023.8.31 - 净化灯-.xlsx,净化灯,瑞雪报价2023.8.31 - 净化灯-.xlsx,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,118
户外照明 工业照明/净化灯/一群狼/LED净化灯参数价格表（含税）2025.11(2).xlsx,净化灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,14
户外照明 工业照明/净化灯/臻森 净化灯/2023-12-4 T5-支架灯臻森成品报价表.xls,净化灯,臻森 净化灯,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,11
户外照明 工业照明/净化灯/臻森 净化灯/2023-12-4HS常规项净化支架灯成品报价表(1).xlsx,净化灯,臻森 净化灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,35
户外照明 工业照明/净化灯/臻森 净化灯/2024-11-6   臻森成品报价表 南美常规款.xlsx,净化灯,臻森 净化灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/净化灯/臻森 净化灯/2024-4-10 T5-T8-净化支架灯臻森成品报价表.xls,净化灯,臻森 净化灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,91
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年10月/飞行路灯 Panorama & LED Street price 202309.xlsx,路灯,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年10月/隆景飞行路灯Panorama & LED Street price 202309.xlsx,路灯,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
户外照明 工业照明/户外工厂/工矿灯-隆景/2023年3月/Panorama & LED Street price 202302汇孚(1) 隆景.xlsx,路灯,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,18
户外照明 工业照明/户外工厂/工矿灯-隆景/2025年10月/LED Street Light Quation 2025T.xlsx,路灯,工矿灯-隆景,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,24
户外照明 工业照明/户外工厂/凯晟德/2023年4月/佛山凯晟德RX02路灯报价20230307.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,55
户外照明 工业照明/户外工厂/凯晟德/2023年4月/TR Solar street light -20230328.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,31
户外照明 工业照明/户外工厂/凯晟德/2023年4月/TRS04 Quotation of intergrated Solar Street Light20230307.xls,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,67
户外照明 工业照明/户外工厂/凯晟德/2023年9月/佛山凯晟德RX02路灯报价20231011.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,55
户外照明 工业照明/户外工厂/凯晟德/2023年9月/RC Street light qoutation 20231014.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,49
户外照明 工业照明/户外工厂/凯晟德/2023年9月/RL02Street light qoutation  230919.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/2023年9月/RX-H Streetlight 230919.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,54
户外照明 工业照明/户外工厂/凯晟德/2023年9月/TR Solar street light -20230919.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,42
户外照明 工业照明/户外工厂/凯晟德/202410/KCD RX-H 偏工程光控调杆Streetlight 240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,54
户外照明 工业照明/户外工厂/凯晟德/202410/RC 经济光控 调杆Street light qoutation  20240521.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/2024年4月/给vision 墨西哥报价/KCD RX-H Streetlight 240423.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,54
户外照明 工业照明/户外工厂/凯晟德/2024年4月/给vision 墨西哥报价/RC Street light qoutation  20240423.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD RX-H Streetlight 240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,54
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD-R E02-E Streetlight qoutation 20240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,45
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD-R E02-P Streetlight qoutation 20240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,58
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/KCD-RA 路灯报价20240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,42
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/RC Street light qoutation  20240521.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/RL02Street light qoutation  240521xlsx.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/TR-CS Street light qoutation 20240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,47
户外照明 工业照明/户外工厂/凯晟德/2024年4月/汇孚2024产品报价更新/汇孚2024产品报价更新/TR08-Solar street light qoutation 20240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,42
户外照明 工业照明/户外工厂/凯晟德/202504报价/KCD RX-H 偏工程光控调杆Streetlight 240521.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,54
户外照明 工业照明/户外工厂/凯晟德/202504报价/KCD-R180 Streetlight qoutation 20250427.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,58
户外照明 工业照明/户外工厂/凯晟德/202504报价/KCD-TROS-Solar street light qoutation 20250427.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,29
户外照明 工业照明/户外工厂/凯晟德/202504报价/KCD-TRVS-Solar street light qoutation 20250427.xlsx,路灯,凯晟德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,18
户外照明 工业照明/户外工厂/凯晟德/202504报价/RC Street light qoutation  20240521.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,59
户外照明 工业照明/户外工厂/凯晟德/202504报价/TR-ES02 Solar streetlight All in one Qoutation 20250427.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,80
户外照明 工业照明/户外工厂/凯晟德/202511香港展更新/TR-ES02 Solar streetlight All in one Qoutation 20251117更.xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,80
户外照明 工业照明/户外工厂/凯晟德/202605/TR-R1 一体路灯/TR- R1 Qoutation to 20260512(1).xlsx,路灯,凯晟德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,67
户外照明 工业照明/户外工厂/名威/名威太阳能路灯系列报价2022/4V  名威太阳能八面玲珑款-太阳能报价-2022.2.18.xlsx,路灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,4
户外照明 工业照明/户外工厂/名威/名威太阳能路灯系列报价2022/国华款一体化路灯报价单-2022.5.5 -.xlsx,路灯,名威,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,83
户外照明 工业照明/户外工厂/名威/名威太阳能路灯系列报价2022/太阳能奔驰款一体化ABS 路灯头报价2022.5.5 .xlsx,路灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,5
户外照明 工业照明/户外工厂/名威/名威太阳能路灯系列报价2022/太阳能一体化报价单-2022.5.5.xlsx,路灯,名威,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,69
户外照明 工业照明/户外工厂/名威/名威太阳能路灯系列报价2022/太阳能一体化路灯报价单-2022.4.5.5.xlsx,路灯,名威,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,41
户外照明 工业照明/户外工厂/名威/太阳能产品报价表-2023.10.14.xlsx,路灯,名威,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,119
户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/2024年 6月路灯款产品报价.xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,23
户外照明 工业照明/户外工厂/伊特/2024/新款路灯资料/2024年产品报价 路灯(1).xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,13
户外照明 工业照明/户外工厂/伊特/2025/2025年杰莱特产品报价 -含税 -新品路灯.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/户外工厂/伊特/2025/伊特 20250508 产品价格.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,73
户外照明 工业照明/户外工厂/伊特/2026/新品太阳能路灯报价 /2026年杰莱特产品报价 极致六代太阳能路灯 (1).xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
户外照明 工业照明/户外工厂/伊特/2026/新品太阳能路灯报价 /5.13 LD26产品报价-含税.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
户外照明 工业照明/户外工厂/伊特/核价/太阳能系列热销款/核价Solar LED Street Lamp Quotation - Wellux - 20220507.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/户外工厂/伊特/核价/太阳能系列热销款/伊特 主营 太阳能路灯 -秘鲁产品报价 0506.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/伊特/核价/泽俊太阳能路灯/Ultra-thin Solar LED Street Lamp SL-D Quotation - Wellux - 202210.xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
户外照明 工业照明/户外工厂/伊特/核价/LS-A/核价LS-A LED Street Lamp Quotation-Wellux 20220428.xls,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/伊特/核价/LS-C/核价LS-C Led Street Lamp Quotation-Wellux-20220414.xls,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/伊特泽俊新款太阳能路灯视频/LD55 泽俊太阳能路灯压铸铝系列报价.xlsx,路灯,伊特,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,4
户外照明 工业照明/户外工厂/伊特/伊特给 图片和技术资料/战神路灯/详细资料/战神市电路灯 装箱尺寸.xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,12
户外照明 工业照明/户外工厂/伊特/装箱数据/明月太阳能路灯 装箱尺寸2020(2).xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
户外照明 工业照明/户外工厂/伊特/装箱数据/王者太阳能路灯 装箱尺寸.xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,7
户外照明 工业照明/户外工厂/伊特/装箱数据/战神二代太阳能路灯 产品尺寸.xlsx,路灯,伊特,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,2
户外照明 工业照明/户外工厂/伊特/装箱数据/LD17-2新亮剑二代市电路灯产品尺寸.xlsx,路灯,伊特,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,5
户外照明 工业照明/户外工厂/中千/202209/(New Models) Solar Street Light - Wellux - 202209.xlsx,路灯,中千,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,7
户外照明 工业照明/户外工厂/中千/202302/汇孚路灯Quotation of Solar Light from Zhongqian  202302.xlsx,路灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,14
户外照明 工业照明/户外工厂/中千/20230830/汇孚太阳能报价单2023年9月8日.xlsx,路灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
户外照明 工业照明/户外工厂/中千/202510/汇孚工程款一体大路灯报价单20251013.xlsx,路灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,56
户外照明 工业照明/户外工厂/中千/202601/汇孚太阳能工程款一体大路灯报价单20260122.xlsx,路灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,56
户外照明 工业照明/户外工厂/中千/202601/汇浮太阳能路灯报价单2026年3月30日(1).xlsx,路灯,中千,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,92
户外照明 工业照明/三防灯/恒百利/2024价格/-三防灯报，杭州汇浮报价 恒百利 2024 3.13.xlsx,三防灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,20
户外照明 工业照明/三防灯/恒百利/2024价格/汇孚-三防灯价格-241012.xlsx,三防灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,26
户外照明 工业照明/三防灯/恒百利/202504更新/三防灯2025.3.26-昭关报价.xlsx,三防灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,28
户外照明 工业照明/三防灯/普照/核价/普照三防灯空包KBH 核价单 202209/2022.9.1报价To 汇孚史洁-三防灯K型空包.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/三防灯/普照/核价/普照三防灯空包KBH 核价单 202209/2022.9.1报价To汇孚史洁-三防灯B型空包.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,21
户外照明 工业照明/三防灯/普照/核价/普照三防灯空包KBH 核价单 202209/2022.9.1报价To汇孚史洁-三防灯H型空包 - 更新.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
户外照明 工业照明/三防灯/普照/核价/普照三防灯空包KBH 核价单 202209/核价wellux quotation of  waterproof lighting fixture 20220831.xls,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,19
户外照明 工业照明/三防灯/普照/核价/普照H款 三防灯/核价Wellux Quotation of waterproof lighting fixture 20210928.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
户外照明 工业照明/三防灯/普照/核价/普照H款 三防灯/H型报价单.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,21
户外照明 工业照明/三防灯/普照/核价/普照H款 三防灯/Welfull(Wellux) Quotation of waterproof lighting fixture 2021-10-01.xlsx,三防灯,普照,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,9
户外照明 工业照明/三防灯/普照/核价/普照K款 三防灯/2022.8.11报价To 汇孚-三防灯K型空包.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/三防灯/普照/核价/普照K款 三防灯/K型装箱率.xlsx,三防灯,普照,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,3
户外照明 工业照明/三防灯/普照/普照2023-10月更新/净化灯报价表10月.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,16
户外照明 工业照明/三防灯/普照/普照2023-10月更新/空包三防灯报价表.10月.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
户外照明 工业照明/三防灯/普照/普照2023-10月更新/三防灯SMD报价表10月.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,20
户外照明 工业照明/三防灯/普照/普照2023-4月更新/广交会报价表4.14 普照.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
户外照明 工业照明/三防灯/普照/普照2023-4月更新/PZ-DF-J 净化灯IP44报价单.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
户外照明 工业照明/三防灯/普照/普照2024-10月更新/2024年10月广交会报价/24年10月10广交会净化灯T8报价表10月10.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/三防灯/普照/普照2024-10月更新/2024年10月广交会报价/24年10月广交会净化灯SMD报价表10月11.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,18
户外照明 工业照明/三防灯/普照/普照2024-10月更新/2024年10月广交会报价/24年10月广交会三防灯SMD报价表10月11.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
户外照明 工业照明/三防灯/普照/普照2024-10月更新/2024年10月广交会报价/24年10月广交会吸顶灯报价表10月11.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
户外照明 工业照明/三防灯/普照/普照2024-10月更新/2024年10月广交会报价/24年10月广交会T8三防灯报价表10月10.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,28
户外照明 工业照明/三防灯/普照/普照2024-4月更新/24年4月广交会净化灯SMD报价表4-12.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,18
户外照明 工业照明/三防灯/普照/普照2024-4月更新/24年4月广交会净化灯T8报价表4-12.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
户外照明 工业照明/三防灯/普照/普照2024-4月更新/24年4月广交会三防灯SMD报价表4月12.-0625xlsx.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,33
户外照明 工业照明/三防灯/普照/普照2024-4月更新/24年4月广交会T8三防灯报价表4月25.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,28
户外照明 工业照明/三防灯/普照/普照2025-10月更新/2025年10月份汇孚广交会报价-三防灯-净化灯/25年10月汇孚广交会净化灯SMD报价表10.12.xlsx.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,18
户外照明 工业照明/三防灯/普照/普照2025-10月更新/2025年10月份汇孚广交会报价-三防灯-净化灯/25年10月汇孚广交会净化灯T8报价表10.12.xlsx.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,10
户外照明 工业照明/三防灯/普照/普照2025-10月更新/2025年10月份汇孚广交会报价-三防灯-净化灯/25年10月汇孚广交会三防灯SMD报价表10.12.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,39
户外照明 工业照明/三防灯/普照/普照2025-10月更新/2025年10月份汇孚广交会报价-三防灯-净化灯/25年10月汇孚广交会双色管报价表25.10.13.xlsx.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
户外照明 工业照明/三防灯/普照/普照2025-10月更新/2025年10月份汇孚广交会报价-三防灯-净化灯/25年10月汇孚广交会T8三防灯报价表25.10.12.xlsx.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,28
户外照明 工业照明/三防灯/普照/普照2025-10月更新/25年10月汇孚广交会筒射灯报价表25.10.12.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
户外照明 工业照明/三防灯/普照/普照2025-10月更新/25年10月汇孚广交会吸顶灯报价表25.10.12.xlsx,三防灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,23
